cognome,nome,classe,disciplina,data_valutazione,voto,tipo
Palmisano,Allegra,5CIT,Lingua Inglese,2023-12-12,7.8,pratico
Carocci,Emma,5CIT,Religione Cattolica,2024-02-11,5.9,pratico
Lippomano,Alessandro,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-02-08,4.0,orale
Bonaventura,Cecilia,4BIT,Sistemi e Reti,2024-04-14,6.5,orale
Roero,Alberto,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-12-17,7.4,scritto
Montalcini,Niccolò,5CIT,Informatica,2023-09-17,5.2,pratico
Trentini,Matilda,4BIT,Matematica,2024-04-29,7.3,scritto
Pontecorvo,Mirko,5CIT,Storia,2024-01-22,7.2,scritto
Marrone,Lisa,3BIT,Informatica,2023-11-16,4.8,pratico
Tommaseo,Letizia,5CIT,Matematica,2024-05-14,7.3,pratico
Alfieri,Ivan,3BIT,Lingua e Letteratura Italiana,2024-05-09,8.2,scritto
Mezzetta,Marcello,4BIT,Scienze Motorie e Sportive,2024-06-07,5.5,pratico
Petrocelli,Anita,3BIT,Lingua e Letteratura Italiana,2024-06-03,8.8,scritto
Mezzetta,Marcello,4BIT,Lingua Inglese,2023-11-24,5.5,pratico
Vianello,Ezio,4BIT,Religione Cattolica,2024-04-06,7.6,pratico
Carfagna,Zaira,4BIT,Storia,2024-04-27,6.1,scritto
Balotelli,Roberto,4BIT,Gestione Progetto e Organizzazione d'Impresa,2024-04-26,5.0,pratico
Ricci,Rita,3BIT,Lingua e Letteratura Italiana,2023-11-25,8.4,scritto
Pennetta,Griselda,5CIT,Scienze Motorie e Sportive,2023-10-07,5.0,scritto
Staglieno,Pierluigi,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-05-13,5.2,pratico
Matteotti,Patrizia,3BIT,Lingua e Letteratura Italiana,2023-11-04,3.2,pratico
Schiavo,Amedeo,5CIT,Gestione Progetto e Organizzazione d'Impresa,2023-09-29,7.5,orale
Fantoni,Alphons,5CIT,Gestione Progetto e Organizzazione d'Impresa,2023-11-24,8.7,orale
Petrocelli,Anita,3BIT,Lingua Inglese,2023-11-01,5.9,pratico
Niscoromni,Ermes,4BIT,Lingua Inglese,2023-12-08,7.8,orale
Petrocelli,Manuel,4BIT,Sistemi e Reti,2024-01-05,6.4,scritto
Tamburini,Gemma,4BIT,Gestione Progetto e Organizzazione d'Impresa,2023-11-25,4.3,pratico
Crespi,Damiano,3BIT,Matematica,2024-05-28,9.0,pratico
Pezzali,Saverio,5CIT,Matematica,2024-01-23,9.4,scritto
Trentini,Matilda,4BIT,Religione Cattolica,2023-10-23,6.2,orale
Versace,Mattia,4BIT,Religione Cattolica,2024-05-13,7.0,pratico
Pavanello,Marta,5CIT,Sistemi e Reti,2023-10-31,6.4,orale
Soranzo,Raffaellino,4BIT,Storia,2024-05-28,5.8,orale
Boito,Carla,5CIT,Lingua Inglese,2024-05-24,9.1,pratico
Bongiorno,Simone,3BIT,Scienze Motorie e Sportive,2024-01-15,5.6,orale
Valier,Carmelo,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-04-18,5.5,pratico
Petrocelli,Manuel,4BIT,Lingua e Letteratura Italiana,2023-10-17,8.0,pratico
Pennetta,Griselda,5CIT,Sistemi e Reti,2024-05-26,7.2,orale
Fantoni,Alphons,5CIT,Sistemi e Reti,2023-12-20,9.8,scritto
Taliani,Maurizio,4BIT,Matematica,2023-09-17,5.0,pratico
Benussi,Giorgio,4BIT,Lingua e Letteratura Italiana,2024-01-27,8.3,orale
Ovadia,Telemaco,5CIT,Matematica,2024-04-19,6.5,scritto
Coardi,Franco,4BIT,Matematica,2023-09-28,7.4,orale
Roero,Alberto,4BIT,Gestione Progetto e Organizzazione d'Impresa,2023-11-02,4.5,orale
Esposito,Maurilio,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-01-06,5.0,orale
Stefanelli,Amadeo,4BIT,Scienze Motorie e Sportive,2024-05-19,8.6,scritto
Staglieno,Pierluigi,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-02-17,6.4,scritto
Peranda,Alina,3BIT,Storia,2023-09-29,4.6,scritto
Antonelli,Maura,3BIT,Matematica,2024-04-03,5.0,scritto
Manolesso,Laura,3BIT,Scienze Motorie e Sportive,2024-05-17,3.8,pratico
Carocci,Emma,5CIT,Lingua Inglese,2024-03-25,4.0,pratico
Benussi,Giorgio,4BIT,Informatica,2024-02-10,8.7,orale
Dossetti,Liberto,4BIT,Scienze Motorie e Sportive,2023-10-30,5.0,orale
Bongiorno,Simone,3BIT,Lingua e Letteratura Italiana,2024-05-15,8.1,scritto
Esposito,Maurilio,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-11-07,5.1,scritto
Monte,Berenice,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-09-16,4.3,orale
Benussi,Giorgio,4BIT,Matematica,2023-09-27,8.7,pratico
Ricci,Rita,3BIT,Scienze Motorie e Sportive,2023-12-22,7.4,scritto
Mezzetta,Marcello,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-05-11,7.4,scritto
Cafarchia,Alessandro,3BIT,Lingua e Letteratura Italiana,2023-12-29,3.9,scritto
Marrone,Lisa,3BIT,Storia,2024-02-05,6.4,orale
Bajardi,Arturo,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-02-08,3.6,orale
Trentini,Matilda,4BIT,Scienze Motorie e Sportive,2024-01-15,5.3,scritto
Petrocelli,Anita,3BIT,Storia,2023-12-19,5.5,scritto
Esposito,Maurilio,3BIT,Matematica,2024-02-25,4.6,scritto
Petrocelli,Manuel,4BIT,Lingua e Letteratura Italiana,2024-02-27,4.8,pratico
Tommaseo,Letizia,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-12-17,8.3,orale
Montalcini,Niccolò,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-12-20,6.9,pratico
Bonaventura,Cecilia,4BIT,Scienze Motorie e Sportive,2024-03-26,8.4,orale
Bajardi,Arturo,5CIT,Informatica,2024-05-18,6.2,orale
Niscoromni,Ermes,4BIT,Storia,2024-01-18,6.5,orale
Peranda,Alina,3BIT,Lingua Inglese,2023-12-29,4.5,scritto
Mezzetta,Marcello,4BIT,Lingua e Letteratura Italiana,2024-04-22,4.2,pratico
Caffarelli,Luca,4BIT,Religione Cattolica,2023-10-10,3.6,orale
Gemito,Ludovico,3BIT,Matematica,2024-04-13,5.3,orale
Zacchia,Romina,4BIT,Lingua e Letteratura Italiana,2024-03-03,7.5,scritto
Monte,Berenice,3BIT,Sistemi e Reti,2024-02-20,6.5,pratico
Monte,Berenice,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-10-16,3.0,orale
Delle,Fulvio,5CIT,Lingua Inglese,2023-12-05,3.3,pratico
Manolesso,Laura,3BIT,Lingua Inglese,2024-03-25,7.9,orale
Cimini,Tatiana,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-02-20,6.8,orale
Zacchia,Romina,4BIT,Matematica,2023-09-28,9.0,orale
Palmisano,Allegra,5CIT,Religione Cattolica,2023-10-24,3.8,scritto
Peranda,Alina,3BIT,Storia,2024-03-10,10.0,pratico
Cipolla,Federica,3BIT,Lingua Inglese,2023-12-23,8.6,pratico
Cremonesi,Irma,3BIT,Sistemi e Reti,2023-11-11,3.1,pratico
Benedetti,Sophia,3BIT,Informatica,2024-04-21,6.7,pratico
Simeoni,Mirco,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-12-23,7.3,pratico
Gonzaga,Ettore,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-02-02,6.8,orale
Maderna,Laureano,5CIT,Lingua e Letteratura Italiana,2023-10-01,5.8,orale
Sgarbi,Fortunata,5CIT,Informatica,2024-02-02,10.0,scritto
Schiavo,Amedeo,5CIT,Sistemi e Reti,2023-10-07,9.5,orale
Zabarella,Fedele,4BIT,Sistemi e Reti,2023-12-07,9.1,pratico
Natta,Ludovico,5CIT,Storia,2024-01-13,4.0,pratico
Delle,Fulvio,5CIT,Lingua Inglese,2024-04-14,3.7,orale
Gemito,Ludovico,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-03-20,6.6,pratico
Pontecorvo,Mirko,5CIT,Informatica,2024-03-20,8.7,scritto
Delle,Fulvio,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-05-20,8.0,orale
Bonaventura,Cecilia,4BIT,Sistemi e Reti,2023-09-29,5.1,orale
Montalcini,Niccolò,5CIT,Matematica,2023-12-03,7.4,scritto
Tommaseo,Letizia,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-11-29,4.9,pratico
Caffarelli,Luca,4BIT,Scienze Motorie e Sportive,2024-02-05,9.9,scritto
Anichini,Marcella,5CIT,Matematica,2024-03-25,9.0,pratico
Marrone,Lisa,3BIT,Lingua Inglese,2024-03-21,3.3,pratico
Tamburini,Gemma,4BIT,Scienze Motorie e Sportive,2024-05-12,7.7,pratico
Ovadia,Telemaco,5CIT,Sistemi e Reti,2024-01-26,9.4,scritto
Bajamonti,Tonino,3BIT,Lingua Inglese,2023-12-17,5.6,orale
Perini,Luigi,5CIT,Lingua e Letteratura Italiana,2023-09-19,3.6,scritto
Dossetti,Liberto,4BIT,Religione Cattolica,2023-11-27,7.4,orale
Versace,Mattia,4BIT,Informatica,2024-04-30,3.7,orale
Balotelli,Roberto,4BIT,Sistemi e Reti,2024-01-15,8.0,scritto
Carfagna,Zaira,4BIT,Gestione Progetto e Organizzazione d'Impresa,2024-05-18,9.7,orale
Casini,Valentina,3BIT,Gestione Progetto e Organizzazione d'Impresa,2024-05-29,6.4,orale
Bongiorno,Simone,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-01-01,4.8,scritto
Pontecorvo,Mirko,5CIT,Lingua Inglese,2024-04-30,6.0,pratico
Schiavo,Amedeo,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-03-11,5.0,scritto
Pavanello,Marta,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-02-17,5.9,scritto
Pezzali,Saverio,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-11-18,6.3,pratico
Florio,Veronica,5CIT,Storia,2024-06-06,3.2,pratico
Pedrazzini,Atenulf,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-11-27,3.4,pratico
Cremonesi,Irma,3BIT,Matematica,2024-01-17,3.4,orale
Matteotti,Patrizia,3BIT,Lingua e Letteratura Italiana,2024-03-24,3.1,orale
Monduzzi,Loredana,5CIT,Gestione Progetto e Organizzazione d'Impresa,2023-09-27,4.1,pratico
Seddio,Germana,3BIT,Scienze Motorie e Sportive,2024-03-13,3.8,orale
Bajardi,Arturo,5CIT,Religione Cattolica,2024-04-14,5.3,orale
Nicoletti,Roberta,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-01-30,3.0,pratico
Niscoromni,Ermes,4BIT,Gestione Progetto e Organizzazione d'Impresa,2024-01-29,4.2,scritto
Petrocelli,Anita,3BIT,Lingua Inglese,2024-03-04,7.0,pratico
Ovadia,Telemaco,5CIT,Gestione Progetto e Organizzazione d'Impresa,2023-11-24,5.8,orale
Maderna,Laureano,5CIT,Sistemi e Reti,2024-03-01,5.3,orale
Blasi,Mirko,4BIT,Religione Cattolica,2023-12-17,5.1,scritto
Zaccardo,Sandro,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-01-30,6.6,pratico
Fantoni,Alphons,5CIT,Informatica,2024-03-28,4.0,orale
Dossetti,Liberto,4BIT,Lingua e Letteratura Italiana,2024-04-13,7.2,orale
Schiavo,Amedeo,5CIT,Matematica,2024-04-12,5.6,orale
Ovadia,Telemaco,5CIT,Lingua e Letteratura Italiana,2024-05-29,7.8,pratico
Casini,Valentina,3BIT,Gestione Progetto e Organizzazione d'Impresa,2023-10-27,9.1,orale
Bajardi,Arturo,5CIT,Storia,2023-11-10,6.4,orale
Bajamonti,Tonino,3BIT,Religione Cattolica,2024-05-23,3.5,scritto
Schiavo,Amedeo,5CIT,Informatica,2023-12-20,5.4,orale
Monaco,Graziano,3BIT,Scienze Motorie e Sportive,2024-01-17,9.9,orale
Soranzo,Raffaellino,4BIT,Informatica,2024-06-05,7.8,pratico
Alighieri,Gabriele,5CIT,Informatica,2024-01-31,9.2,scritto
Trentini,Matilda,4BIT,Lingua e Letteratura Italiana,2024-02-16,4.6,scritto
Gianetti,Elisa,4BIT,Lingua Inglese,2024-02-15,8.5,scritto
Zaccardo,Sandro,5CIT,Informatica,2024-02-21,7.1,pratico
Roero,Alberto,4BIT,Informatica,2024-06-02,8.7,pratico
Pontecorvo,Mirko,5CIT,Storia,2023-11-05,6.2,orale
Simeoni,Mirco,4BIT,Lingua Inglese,2023-09-30,8.7,pratico
Matteotti,Patrizia,3BIT,Informatica,2024-05-17,8.8,pratico
Pontecorvo,Mirko,5CIT,Informatica,2024-03-06,9.5,orale
Delle,Fulvio,5CIT,Storia,2023-09-19,5.5,scritto
Pedrazzini,Atenulf,5CIT,Lingua Inglese,2024-05-14,3.8,pratico
Delle,Fulvio,5CIT,Lingua Inglese,2023-09-26,3.0,scritto
Pezzali,Saverio,5CIT,Lingua e Letteratura Italiana,2024-05-17,8.3,scritto
Petrocelli,Manuel,4BIT,Gestione Progetto e Organizzazione d'Impresa,2023-11-01,6.9,scritto
Vianello,Ezio,4BIT,Religione Cattolica,2024-03-01,6.8,scritto
Alfieri,Ivan,3BIT,Matematica,2024-02-24,3.4,pratico
Monte,Berenice,3BIT,Storia,2024-02-03,9.6,orale
Pavanello,Marta,5CIT,Matematica,2023-10-01,6.5,scritto
Ovadia,Telemaco,5CIT,Informatica,2023-12-23,8.5,scritto
Gonzaga,Ettore,5CIT,Lingua Inglese,2024-05-04,3.7,orale
Gemito,Ludovico,3BIT,Matematica,2023-09-21,6.7,scritto
Boito,Carla,5CIT,Lingua e Letteratura Italiana,2024-01-02,9.4,pratico
Niscoromni,Ermes,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-01-06,4.6,scritto
Pavanello,Marta,5CIT,Informatica,2023-12-11,6.0,pratico
Cafarchia,Alessandro,3BIT,Lingua e Letteratura Italiana,2024-01-22,4.7,pratico
Cimini,Tatiana,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-01-22,7.4,scritto
Dossetti,Liberto,4BIT,Gestione Progetto e Organizzazione d'Impresa,2024-05-30,5.0,pratico
Zabarella,Fedele,4BIT,Lingua Inglese,2024-03-02,6.7,scritto
Benussi,Giorgio,4BIT,Scienze Motorie e Sportive,2024-02-29,3.1,orale
Manolesso,Laura,3BIT,Lingua e Letteratura Italiana,2024-04-24,7.8,scritto
Niscoromni,Ermes,4BIT,Informatica,2023-11-08,3.4,orale
Ricci,Rita,3BIT,Storia,2023-11-29,9.5,orale
Bajamonti,Tonino,3BIT,Scienze Motorie e Sportive,2024-05-22,4.2,orale
Benedetti,Sophia,3BIT,Sistemi e Reti,2024-02-27,4.1,scritto
Montalcini,Niccolò,5CIT,Scienze Motorie e Sportive,2024-05-18,3.7,orale
Pontecorvo,Mirko,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-03-05,9.5,scritto
Soranzo,Raffaellino,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-03-11,7.0,pratico
Antonelli,Maura,3BIT,Lingua Inglese,2024-01-10,6.8,orale
Anichini,Marcella,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-01-03,9.6,scritto
Esposito,Maurilio,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-02-19,7.0,pratico
Tommaseo,Letizia,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-02-25,7.6,pratico
Trentini,Matilda,4BIT,Storia,2024-03-29,4.0,pratico
Petrocelli,Manuel,4BIT,Religione Cattolica,2024-03-10,8.0,orale
Stefanelli,Amadeo,4BIT,Gestione Progetto e Organizzazione d'Impresa,2023-12-09,3.0,orale
Satriani,Fulvio,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-12-01,8.3,orale
Pennetta,Griselda,5CIT,Lingua e Letteratura Italiana,2024-05-14,7.6,scritto
Forza,Hugo,3BIT,Matematica,2023-09-20,5.6,pratico
Gianetti,Elisa,4BIT,Religione Cattolica,2024-02-27,6.0,scritto
Tamburini,Gemma,4BIT,Scienze Motorie e Sportive,2023-11-21,8.0,scritto
Petrocelli,Anita,3BIT,Sistemi e Reti,2024-05-10,4.8,pratico
Tamburini,Gemma,4BIT,Religione Cattolica,2024-03-31,4.7,scritto
Stefanelli,Amadeo,4BIT,Lingua Inglese,2024-02-19,6.1,scritto
Simeoni,Mirco,4BIT,Sistemi e Reti,2023-09-26,8.1,scritto
Petrocelli,Manuel,4BIT,Gestione Progetto e Organizzazione d'Impresa,2023-11-26,3.1,orale
Ovadia,Telemaco,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-04-07,7.2,scritto
Rensi,Michelangelo,3BIT,Matematica,2024-02-16,3.9,pratico
Antonelli,Maura,3BIT,Sistemi e Reti,2024-04-29,7.4,orale
Marrone,Lisa,3BIT,Informatica,2023-09-20,8.8,pratico
Matteotti,Patrizia,3BIT,Sistemi e Reti,2023-11-30,6.7,pratico
Schiavo,Amedeo,5CIT,Sistemi e Reti,2023-11-04,6.9,scritto
Bonaventura,Cecilia,4BIT,Storia,2023-10-08,3.6,scritto
Pedrazzini,Atenulf,5CIT,Religione Cattolica,2024-04-04,6.6,scritto
Satriani,Fulvio,4BIT,Informatica,2024-02-25,9.1,orale
Zacchia,Romina,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-03-05,9.1,orale
Esposito,Maurilio,3BIT,Informatica,2024-05-14,8.3,pratico
Zaccardo,Sandro,5CIT,Scienze Motorie e Sportive,2023-10-26,4.0,pratico
Benussi,Giorgio,4BIT,Informatica,2023-09-28,9.4,orale
Forza,Hugo,3BIT,Lingua Inglese,2023-12-12,3.2,pratico
Nicoletti,Roberta,3BIT,Gestione Progetto e Organizzazione d'Impresa,2024-02-27,5.2,scritto
Forza,Hugo,3BIT,Sistemi e Reti,2023-10-10,6.7,pratico
Sgarbi,Fortunata,5CIT,Storia,2023-10-02,8.7,pratico
Staglieno,Pierluigi,5CIT,Matematica,2024-03-01,5.6,orale
Natta,Ludovico,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-10-15,8.7,scritto
Versace,Mattia,4BIT,Scienze Motorie e Sportive,2023-09-22,5.2,orale
Pezzali,Saverio,5CIT,Religione Cattolica,2024-04-18,5.0,orale
Cremonesi,Irma,3BIT,Lingua Inglese,2024-04-18,6.3,scritto
Vianello,Ezio,4BIT,Scienze Motorie e Sportive,2023-11-23,6.8,pratico
Montalcini,Niccolò,5CIT,Lingua e Letteratura Italiana,2024-05-23,7.9,pratico
Balotelli,Roberto,4BIT,Religione Cattolica,2024-02-25,3.6,pratico
Rensi,Michelangelo,3BIT,Gestione Progetto e Organizzazione d'Impresa,2024-05-09,5.4,orale
Gemito,Ludovico,3BIT,Matematica,2023-12-01,4.2,orale
Coardi,Franco,4BIT,Lingua Inglese,2023-10-19,3.7,pratico
Gianetti,Elisa,4BIT,Religione Cattolica,2023-12-09,4.4,orale
Bajardi,Arturo,5CIT,Lingua e Letteratura Italiana,2023-10-18,7.2,orale
Campise,Liberto,3BIT,Sistemi e Reti,2024-02-22,9.2,orale
Marrone,Lisa,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-01-25,5.9,orale
Caffarelli,Luca,4BIT,Gestione Progetto e Organizzazione d'Impresa,2024-02-12,6.7,orale
Florio,Veronica,5CIT,Gestione Progetto e Organizzazione d'Impresa,2023-10-16,5.9,orale
Blasi,Mirko,4BIT,Lingua e Letteratura Italiana,2024-01-16,8.2,pratico
Simeoni,Mirco,4BIT,Religione Cattolica,2023-11-26,4.0,orale
Seddio,Germana,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-10-08,6.9,scritto
Simeoni,Mirco,4BIT,Sistemi e Reti,2023-12-07,7.4,scritto
Anichini,Marcella,5CIT,Storia,2024-04-21,8.7,orale
Coardi,Franco,4BIT,Gestione Progetto e Organizzazione d'Impresa,2023-09-23,6.4,orale
Bajamonti,Tonino,3BIT,Scienze Motorie e Sportive,2024-04-22,8.2,orale
Mezzetta,Marcello,4BIT,Gestione Progetto e Organizzazione d'Impresa,2024-02-10,8.5,pratico
Anichini,Marcella,5CIT,Informatica,2024-02-02,4.4,orale
Gonzaga,Ettore,5CIT,Scienze Motorie e Sportive,2024-05-18,3.2,pratico
Cafarchia,Alessandro,3BIT,Lingua Inglese,2024-03-15,4.0,pratico
Antonelli,Maura,3BIT,Gestione Progetto e Organizzazione d'Impresa,2023-11-04,8.4,scritto
Nicoletti,Roberta,3BIT,Gestione Progetto e Organizzazione d'Impresa,2023-12-29,5.0,orale
Perini,Luigi,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-02-02,5.8,pratico
Bajamonti,Tonino,3BIT,Lingua e Letteratura Italiana,2024-03-06,9.2,pratico
Montalcini,Niccolò,5CIT,Sistemi e Reti,2024-05-31,4.9,orale
Satriani,Fulvio,4BIT,Informatica,2023-12-09,6.8,pratico
Palmisano,Allegra,5CIT,Religione Cattolica,2024-02-10,8.6,pratico
Dossetti,Liberto,4BIT,Storia,2023-12-11,8.2,scritto
Zaccardo,Sandro,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-11-18,6.9,orale
Caffarelli,Luca,4BIT,Sistemi e Reti,2023-11-07,9.4,scritto
Esposito,Maurilio,3BIT,Lingua Inglese,2024-04-26,8.0,pratico
Saraceno,Corrado,3BIT,Lingua e Letteratura Italiana,2024-01-30,6.7,scritto
Matteotti,Patrizia,3BIT,Lingua e Letteratura Italiana,2024-01-01,5.0,pratico
Marrone,Lisa,3BIT,Matematica,2024-01-17,5.4,orale
Cipolla,Federica,3BIT,Lingua e Letteratura Italiana,2024-03-22,9.2,pratico
Cipolla,Federica,3BIT,Scienze Motorie e Sportive,2024-03-16,7.3,orale
Cimini,Tatiana,5CIT,Sistemi e Reti,2024-06-03,5.9,scritto
Gentilini,Lina,3BIT,Storia,2024-03-25,4.9,pratico
Gonzaga,Ettore,5CIT,Lingua e Letteratura Italiana,2024-04-04,7.5,orale
Cipolla,Federica,3BIT,Storia,2024-05-08,4.0,orale
Ceri,Augusto,4BIT,Sistemi e Reti,2024-01-03,5.4,orale
Boito,Carla,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-04-30,9.4,scritto
Alfieri,Ivan,3BIT,Sistemi e Reti,2024-04-09,4.9,orale
Cimini,Tatiana,5CIT,Lingua e Letteratura Italiana,2024-05-18,4.9,orale
Palmisano,Allegra,5CIT,Lingua e Letteratura Italiana,2023-12-26,8.3,orale
Alighieri,Gabriele,5CIT,Lingua Inglese,2023-11-24,8.9,pratico
Zacchia,Romina,4BIT,Informatica,2024-04-25,7.5,pratico
Saraceno,Corrado,3BIT,Storia,2024-02-24,9.1,orale
Schiavo,Amedeo,5CIT,Informatica,2024-06-01,7.2,scritto
Niscoromni,Ermes,4BIT,Matematica,2023-12-20,7.6,pratico
Benussi,Giorgio,4BIT,Religione Cattolica,2024-04-25,5.3,pratico
Satriani,Fulvio,4BIT,Informatica,2023-10-18,4.8,orale
Rubbia,Domenico,3BIT,Matematica,2024-04-18,8.3,scritto
Matteotti,Patrizia,3BIT,Gestione Progetto e Organizzazione d'Impresa,2024-01-12,3.5,orale
Pontecorvo,Mirko,5CIT,Matematica,2023-12-16,4.1,scritto
Mezzetta,Marcello,4BIT,Religione Cattolica,2024-01-31,6.2,scritto
Esposito,Maurilio,3BIT,Storia,2023-11-05,5.4,orale
Gonzaga,Ettore,5CIT,Storia,2024-03-06,3.3,scritto
Pennetta,Griselda,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-04-26,5.5,pratico
Gonzaga,Ettore,5CIT,Sistemi e Reti,2024-05-30,7.5,scritto
Cremonesi,Irma,3BIT,Scienze Motorie e Sportive,2024-04-15,9.7,orale
Monte,Berenice,3BIT,Matematica,2023-11-01,7.8,orale
Ovadia,Telemaco,5CIT,Informatica,2024-05-11,3.9,scritto
Sgarbi,Fortunata,5CIT,Storia,2023-11-16,4.1,orale
Giorgetti,Alfredo,4BIT,Informatica,2024-03-18,4.9,pratico
Blasi,Mirko,4BIT,Informatica,2023-11-03,3.8,orale
Alighieri,Gabriele,5CIT,Matematica,2023-09-19,9.4,pratico
Carocci,Emma,5CIT,Matematica,2024-04-03,4.7,pratico
Matteotti,Patrizia,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-05-06,7.5,pratico
Coardi,Franco,4BIT,Sistemi e Reti,2024-05-29,5.2,pratico
Saraceno,Corrado,3BIT,Informatica,2023-12-09,5.8,pratico
Montalcini,Niccolò,5CIT,Religione Cattolica,2023-11-22,8.6,orale
Monduzzi,Loredana,5CIT,Informatica,2024-03-31,3.7,orale
Maderna,Laureano,5CIT,Religione Cattolica,2024-05-14,9.6,orale
Peranda,Alina,3BIT,Scienze Motorie e Sportive,2024-02-20,4.3,pratico
Benedetti,Sophia,3BIT,Lingua Inglese,2023-11-04,5.5,scritto
Ricci,Rita,3BIT,Lingua Inglese,2024-01-25,5.2,pratico
Blasi,Mirko,4BIT,Scienze Motorie e Sportive,2023-12-18,5.7,scritto
Carocci,Emma,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-06-05,5.5,scritto
Lippomano,Alessandro,4BIT,Gestione Progetto e Organizzazione d'Impresa,2024-04-28,8.2,pratico
Saraceno,Corrado,3BIT,Matematica,2024-04-01,4.5,orale
Satriani,Fulvio,4BIT,Gestione Progetto e Organizzazione d'Impresa,2024-02-27,8.2,orale
Gonzaga,Ettore,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-12-02,4.7,orale
Florio,Veronica,5CIT,Religione Cattolica,2023-12-01,8.1,pratico
Nicoletti,Roberta,3BIT,Religione Cattolica,2023-12-19,8.1,pratico
Roero,Alberto,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-04-22,8.2,orale
Roero,Alberto,4BIT,Lingua Inglese,2024-04-01,7.8,orale
Ceri,Augusto,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-01-03,4.8,pratico
Cipolla,Federica,3BIT,Gestione Progetto e Organizzazione d'Impresa,2023-11-21,5.2,pratico
Versace,Mattia,4BIT,Gestione Progetto e Organizzazione d'Impresa,2023-11-17,4.4,scritto
Ceri,Augusto,4BIT,Scienze Motorie e Sportive,2024-03-03,4.8,orale
